customer_id,home_location,typical_amount,daily_frequency,preferred_merchants
C0876,Goa,3519.4,5,"['Amazon', 'Flipkart']"
C0877,Kolkata,3401.04,1,"['Zara', 'Reliance']"
C0878,Bengaluru,941.91,6,"['Myntra', 'Burger King']"
C0879,Hyderabad,2107.12,6,"['H&M', 'Reliance']"
C0880,Bengaluru,3287.82,2,"['Spar', 'Burger King']"
C0881,Kolkata,1977.56,6,"['Zara', 'Max']"
C0882,Hyderabad,4134.65,4,"['Max', 'Amazon']"
C0883,Hyderabad,1607.79,2,"['Big Chill', 'Zara']"
C0884,Hyderabad,1104.38,6,"['Spar', 'Burger King']"
C0885,Kolkata,2504.11,3,"['Burger King', 'Flipkart']"
C0886,Mumbai,1290.97,5,"['Reliance', 'Zara']"
C0887,Goa,4510.84,2,"['Zara', 'Reliance']"
C0888,Mumbai,4514.47,5,"['Amazon', 'Big Chill']"
C0889,Pune,4578.37,5,"['Zara', 'Flipkart']"
C0890,Kolkata,3442.59,2,"['Spar', 'Big Chill']"
C0891,Pune,4511.47,5,"['Zara', 'Max']"
C0892,Kolkata,2755.05,1,"['Big Chill', 'Spar']"
C0893,Delhi,3482.05,5,"['Max', 'Flipkart']"
C0894,Goa,2507.99,2,"['Myntra', 'Max']"
C0895,Kolkata,4726.29,1,"['H&M', 'Burger King']"
C0896,Pune,782.88,3,"['H&M', 'Amazon']"
C0897,Pune,2830.48,3,"['Big Chill', 'Burger King']"
C0898,Kolkata,4466.98,1,"['Spar', 'Reliance']"
C0899,Bengaluru,4256.93,3,"['Myntra', 'Flipkart']"
C0900,Goa,2194.97,4,"['Spar', 'Reliance']"
C0901,Bengaluru,2193.48,2,"['Flipkart', 'Big Chill']"
C0902,Hyderabad,4177.57,3,"['Burger King', 'Myntra']"
C0903,Delhi,2758.27,2,"['Burger King', 'Max']"
C0904,Pune,846.9,6,"['Zara', 'H&M']"
C0905,Goa,1341.08,3,"['Myntra', 'Reliance']"
C0906,Pune,2365.76,3,"['Reliance', 'Burger King']"
C0907,Kolkata,2655.6,5,"['Max', 'Big Chill']"
C0908,Delhi,1596.52,2,"['Myntra', 'Max']"
C0909,Goa,3332.93,1,"['Myntra', 'Max']"
C0910,Delhi,1248.54,2,"['Flipkart', 'Big Chill']"
C0911,Delhi,4453.29,6,"['Zara', 'Reliance']"
C0912,Pune,2521.42,4,"['Burger King', 'Max']"
C0913,Pune,4236.64,5,"['Max', 'Myntra']"
C0914,Bengaluru,1254.75,6,"['Spar', 'Burger King']"
C0915,Mumbai,1534.16,4,"['Max', 'Reliance']"
C0916,Delhi,1410.57,5,"['Big Chill', 'Max']"
C0917,Mumbai,1298.4,5,"['Myntra', 'Amazon']"
C0918,Mumbai,919.35,6,"['Max', 'Flipkart']"
C0919,Delhi,4536.36,6,"['Big Chill', 'Flipkart']"
C0920,Chennai,2166.7,1,"['Flipkart', 'Big Chill']"
C0921,Pune,4722.9,4,"['Big Chill', 'Spar']"
C0922,Mumbai,2414.7,3,"['Burger King', 'H&M']"
C0923,Mumbai,1774.7,5,"['Big Chill', 'Zara']"
C0924,Pune,524.61,6,"['Amazon', 'Flipkart']"
C0925,Mumbai,2838.93,4,"['H&M', 'Spar']"
C0926,Chennai,2130.21,2,"['Big Chill', 'Zara']"
C0927,Bengaluru,4347.4,4,"['Myntra', 'Spar']"
C0928,Bengaluru,4963.09,4,"['H&M', 'Big Chill']"
C0929,Kolkata,1304.24,5,"['Flipkart', 'Burger King']"
C0930,Bengaluru,4948.29,5,"['Spar', 'Big Chill']"
C0931,Goa,4347.5,6,"['Reliance', 'H&M']"
C0932,Kolkata,4023.99,2,"['Reliance', 'H&M']"
C0933,Chennai,4037.37,5,"['Myntra', 'Amazon']"
C0934,Goa,2250.97,6,"['Amazon', 'Reliance']"
C0935,Goa,2622.51,5,"['Big Chill', 'Reliance']"
C0936,Mumbai,1683.91,3,"['Reliance', 'Amazon']"
C0937,Chennai,4688.08,4,"['Myntra', 'Flipkart']"
C0938,Bengaluru,3702.23,5,"['Amazon', 'Max']"
C0939,Kolkata,2475.37,2,"['Flipkart', 'Zara']"
C0940,Pune,651.24,5,"['Flipkart', 'Myntra']"
C0941,Pune,3268.35,6,"['Amazon', 'Spar']"
C0942,Pune,3447.59,2,"['Reliance', 'Zara']"
C0943,Chennai,2089.07,4,"['Big Chill', 'H&M']"
C0944,Delhi,3816.16,1,"['Reliance', 'Flipkart']"
C0945,Bengaluru,3767.62,5,"['Myntra', 'Spar']"
C0946,Hyderabad,4834.79,3,"['H&M', 'Myntra']"
C0947,Kolkata,4683.71,5,"['Amazon', 'Zara']"
C0948,Goa,2332.11,1,"['Flipkart', 'Reliance']"
C0949,Bengaluru,2029.85,1,"['Flipkart', 'Zara']"
C0950,Bengaluru,3623.86,4,"['Myntra', 'Burger King']"
C0951,Pune,3908.63,4,"['Burger King', 'Amazon']"
C0952,Kolkata,1023.21,1,"['Big Chill', 'H&M']"
C0953,Pune,4100.73,4,"['Spar', 'Flipkart']"
C0954,Delhi,3653.68,3,"['H&M', 'Zara']"
C0955,Mumbai,2295.19,6,"['Spar', 'Reliance']"
C0956,Goa,2644.5,3,"['H&M', 'Zara']"
C0957,Goa,4762.03,6,"['H&M', 'Burger King']"
C0958,Pune,1556.88,2,"['Zara', 'H&M']"
C0959,Pune,1412.45,2,"['Myntra', 'Spar']"
C0960,Goa,4005.22,1,"['Reliance', 'Burger King']"
C0961,Delhi,3939.1,5,"['Amazon', 'Burger King']"
C0962,Hyderabad,3293.0,4,"['Myntra', 'Zara']"
C0963,Kolkata,1322.92,5,"['Zara', 'Big Chill']"
C0964,Pune,3875.76,2,"['Amazon', 'Flipkart']"
C0965,Chennai,2652.44,5,"['Amazon', 'Flipkart']"
C0966,Hyderabad,2271.73,6,"['Max', 'Burger King']"
C0967,Mumbai,3642.1,4,"['Spar', 'Amazon']"
C0968,Delhi,3533.46,4,"['Myntra', 'Reliance']"
C0969,Hyderabad,2127.21,3,"['Max', 'Flipkart']"
C0970,Bengaluru,1567.13,4,"['Myntra', 'Spar']"
C0971,Hyderabad,1327.61,4,"['H&M', 'Big Chill']"
C0972,Hyderabad,2142.85,4,"['Zara', 'Burger King']"
C0973,Goa,3071.34,5,"['H&M', 'Reliance']"
C0974,Bengaluru,4118.39,5,"['Big Chill', 'Myntra']"
C0975,Pune,1156.3,6,"['Max', 'Burger King']"
C0976,Delhi,1294.73,4,"['Max', 'Flipkart']"
C0977,Hyderabad,4034.0,3,"['Zara', 'Flipkart']"
C0978,Delhi,2292.81,6,"['Max', 'Amazon']"
C0979,Pune,4162.18,4,"['Reliance', 'Burger King']"
C0980,Hyderabad,1668.96,3,"['Flipkart', 'Myntra']"
C0981,Bengaluru,2048.63,4,"['Reliance', 'Spar']"
C0982,Pune,3095.84,6,"['Flipkart', 'Max']"
C0983,Bengaluru,2097.99,6,"['Flipkart', 'Burger King']"
C0984,Kolkata,4503.35,4,"['Myntra', 'Zara']"
C0985,Kolkata,3342.7,2,"['Max', 'Spar']"
C0986,Chennai,3340.73,5,"['Big Chill', 'Reliance']"
C0987,Mumbai,1229.0,2,"['Spar', 'Myntra']"
C0988,Bengaluru,3696.95,5,"['Big Chill', 'Zara']"
C0989,Kolkata,4014.38,3,"['Myntra', 'Flipkart']"
C0990,Kolkata,2362.95,2,"['Amazon', 'Max']"
C0991,Pune,3479.1,6,"['Reliance', 'H&M']"
C0992,Goa,2286.71,1,"['Reliance', 'Burger King']"
C0993,Delhi,618.64,4,"['Flipkart', 'Reliance']"
C0994,Mumbai,1681.04,2,"['Reliance', 'Big Chill']"
C0995,Bengaluru,1532.1,6,"['Zara', 'Burger King']"
C0996,Goa,1090.75,2,"['Amazon', 'Myntra']"
C0997,Hyderabad,4371.66,3,"['Burger King', 'Myntra']"
C0998,Bengaluru,2968.45,2,"['Flipkart', 'Max']"
C0999,Kolkata,3339.71,6,"['Myntra', 'Big Chill']"
C1000,Bengaluru,4590.15,4,"['Flipkart', 'H&M']"
